arabic_sentence,franco_arabic
"عيادة طبية للبيع فى مدار بمساحة 21 متر ب أوضة و حمام, بسعر 1742500 في ماديناتي",3yadh 6byh llby3 fy mdar bmsa7h 21 mtr b 2w9dh w 7mam bs3r 1742500 fy madynaty
"عيادة طبية فى ايفوري بلازا مول بمساحة 57 متر ب أوضة و حمام, بسعر 4959000 في ماديناتي",3yadh 6byh fy ayfwry blaza mwl bmsa7h 57 mtr b 2w9dh w 7mam bs3r 4959000 fy madynaty
"مكتب ادارى للبيع فى ايفوري بلازا بمساحة 46 متر ب أوضة و حمام, بسعر 2867500 في ماديناتي",mktb adary llby3 fy ayfwry blaza bmsa7h 46 mtr b 2w9dh w 7mam bs3r 2867500 fy madynaty
"محل تجارى للبيع فى ايفوري بلازا بمساحة 42 متر ب أوضة و حمام, بسعر 8190000 في ماديناتي",m7l tgary llby3 fy ayfwry blaza bmsa7h 42 mtr b 2w9dh w 7mam bs3r 8190000 fy madynaty
"مكتب ادارى للبيع فى  بيزنس هاب 5 بمساحة 29 متر ب أوضة و حمام, بسعر 2707500 في ماديناتي",mktb adary llby3 fy  byzns hab 5 bmsa7h 29 mtr b 2w9dh w 7mam bs3r 2707500 fy madynaty
"محل تجارى للبيع فى بيزنس هاب 5 بمساحة 33 متر ب 4 أوض و 4 حمامات, بسعر 4785000 في ماديناتي",m7l tgary llby3 fy byzns hab 5 bmsa7h 33 mtr b 4 2w9d w 4 7mamat bs3r 4785000 fy madynaty
"محل تجارى للبيع فى بيزنس هاب 5 بمساحة 24 متر ب 4 أوض و 5 حمامات, بسعر 4080000 في ماديناتي",m7l tgary llby3 fy byzns hab 5 bmsa7h 24 mtr b 4 2w9d w 5 7mamat bs3r 4080000 fy madynaty
"توين هاوس للبيع في ريد 255 متر ب 3 أوض و 5 حمامات, بسعر 25699500 في ماديناتي",twyn haws llby3 fy ryd 255 mtr b 3 2w9d w 5 7mamat bs3r 25699500 fy madynaty
"فيلا مستقلة للبيع في ريد 314 متر ب أوضتين و 3 حمامات, بسعر 35700300 في ماديناتي",fyla mstqlh llby3 fy ryd 314 mtr b 2w9dtyn w 3 7mamat bs3r 35700300 fy madynaty
"فيلا مستقلة للبيع في ريد 370 متر ب 3 أوض و 4 حمامات, بسعر 41940000 في ماديناتي",fyla mstqlh llby3 fy ryd 370 mtr b 3 2w9d w 4 7mamat bs3r 41940000 fy madynaty
"تاون هاوس للبيع في ريد 147 متر ب 4 أوض و 4 حمامات, بسعر 11319000 في ماديناتي",tawn haws llby3 fy ryd 147 mtr b 4 2w9d w 4 7mamat bs3r 11319000 fy madynaty
"تاون هاوس للبيع في ريد 253 متر ب 4 أوض و 4 حمامات, بسعر 20746000 في ماديناتي",tawn haws llby3 fy ryd 253 mtr b 4 2w9d w 4 7mamat bs3r 20746000 fy madynaty
"بنت هاوس للبيع في ستون ريزيدنس 275 متر ب 3 أوض و 3 حمامات, بسعر 14514000 في مدينة نصر",bnt haws llby3 fy stwn ryzydns 275 mtr b 3 2w9d w 3 7mamat bs3r 14514000 fy mdynh n9r
"بنت هاوس للبيع في ستون ريزيدنس 220 متر ب أوضة و حمامين, بسعر 10598500 في مدينة نصر",bnt haws llby3 fy stwn ryzydns 220 mtr b 2w9dh w 7mamyn bs3r 10598500 fy mdynh n9r
"شقة للبيع في فيفث سكوير 205 متر ب أوضة و حمام, بسعر 23000000 في القاهرة الجديدة",shqh llby3 fy fyfth skwyr 205 mtr b 2w9dh w 7mam bs3r 23000000 fy alqahrh algdydh
"شقة للبيع في فيفث سكوير 115 متر ب 3 أوض و 3 حمامات, بسعر 14000000 في القاهرة الجديدة",shqh llby3 fy fyfth skwyr 115 mtr b 3 2w9d w 3 7mamat bs3r 14000000 fy alqahrh algdydh
"محل تجارى ارضى للبيع فى ذا مارك بمساحة 55 متر ب أوضة و حمام, بسعر 11644000 في ماديناتي",m7l tgary ar9dy llby3 fy dha mark bmsa7h 55 mtr b 2w9dh w 7mam bs3r 11644000 fy madynaty
"محل تجارى ارضى للبيع فى ذا مارك بمساحة 160 متر ب أوضة و حمام, بسعر 28656400 في ماديناتي",m7l tgary ar9dy llby3 fy dha mark bmsa7h 160 mtr b 2w9dh w 7mam bs3r 28656400 fy madynaty
"محل تجارى للبيع فى ذا مارك بمساحة 34 متر ب أوضة و حمام, بسعر 3159030 في ماديناتي",m7l tgary llby3 fy dha mark bmsa7h 34 mtr b 2w9dh w 7mam bs3r 3159030 fy madynaty
"محل تجارى للبيع فى ذا مارك بمساحة 65 متر ب 4 أوض و 3 حمامات, بسعر 7456620 في ماديناتي",m7l tgary llby3 fy dha mark bmsa7h 65 mtr b 4 2w9d w 3 7mamat bs3r 7456620 fy madynaty
"مكتب ادارى  للبيع في ذا مارك 66 متر ب أوضتين و حمامين, بسعر 5159680 في ماديناتي",mktb adary  llby3 fy dha mark 66 mtr b 2w9dtyn w 7mamyn bs3r 5159680 fy madynaty
"دوبلكس للبيع في بلو بلو 220 متر ب أوضتين و حمام, بسعر 17989000 في العين السخنة",dwblks llby3 fy blw blw 220 mtr b 2w9dtyn w 7mam bs3r 17989000 fy al3yn als5nh
"لوفت للبيع فى ميسيا بمساحة 112  متر ب أوضة و حمام, بسعر 8826000 في راس حكمة",lwft llby3 fy mysya bmsa7h 112  mtr b 2w9dh w 7mam bs3r 8826000 fy ras 7kmh
"لوفت للبيع فى ميسيا بمساحة 113 متر ب أوضتين و حمامين, بسعر 8903910 في راس حكمة",lwft llby3 fy mysya bmsa7h 113 mtr b 2w9dtyn w 7mamyn bs3r 8903910 fy ras 7kmh
"مكتب ادارى للبيع فر رونزا تاور بمساحة 40 متر ب أوضة و حمام, بسعر 3200000 في ماديناتي",mktb adary llby3 fr rwnza tawr bmsa7h 40 mtr b 2w9dh w 7mam bs3r 3200000 fy madynaty
"مكتب ادارى للبيع فى رونزا تاور بمساحة 108 متر ب 3 أوض و حمامين, بسعر 8640000 في ماديناتي",mktb adary llby3 fy rwnza tawr bmsa7h 108 mtr b 3 2w9d w 7mamyn bs3r 8640000 fy madynaty
"عيادة طبية للبيع فى رونزا تاور بمساحة 63 متر ب 3 أوض و 4 حمامات, بسعر 5625000 في ماديناتي",3yadh 6byh llby3 fy rwnza tawr bmsa7h 63 mtr b 3 2w9d w 4 7mamat bs3r 5625000 fy madynaty
"عيادة طبية للبيع فى رونزا تاور بمساحة 105  متر ب أوضة و حمام, بسعر 9450000 في ماديناتي",3yadh 6byh llby3 fy rwnza tawr bmsa7h 105  mtr b 2w9dh w 7mam bs3r 9450000 fy madynaty
"بنك للبيع في أتوم 204 متر ب أوضة و حمام, بسعر 54608862 في القاهرة الجديدة",bnk llby3 fy 2twm 204 mtr b 2w9dh w 7mam bs3r 54608862 fy alqahrh algdydh
"شقة فندقية للبيع فى سيكستي ايكونيك تاور بمساحة 54 متر ب أوضتين و 3 حمامات, بسعر 10756400 في ماديناتي",shqh fndqyh llby3 fy syksty aykwnyk tawr bmsa7h 54 mtr b 2w9dtyn w 3 7mamat bs3r 10756400 fy madynaty
"مكتب ادارى للبيع فى سيكستي ايكونيك تاور 56 متر ب 3 أوض و 3 حمامات, بسعر 11709000 في ماديناتي",mktb adary llby3 fy syksty aykwnyk tawr 56 mtr b 3 2w9d w 3 7mamat bs3r 11709000 fy madynaty
"شقة للبيع فى اريا بمساحة 138 متر ب 3 أوض و 3 حمامات, بسعر 7900000 في ماديناتي",shqh llby3 fy arya bmsa7h 138 mtr b 3 2w9d w 3 7mamat bs3r 7900000 fy madynaty
"شقة للبيع فى اريا بمساحة 282 متر ب أوضتين و حمامين, بسعر 18800000 في ماديناتي",shqh llby3 fy arya bmsa7h 282 mtr b 2w9dtyn w 7mamyn bs3r 18800000 fy madynaty
"شقة للبيع فى ايفر القاهرة الجديدة بمساحة 165 متر ب 3 أوض و 3 حمامات, بسعر 12400000 في القاهرة الجديدة",shqh llby3 fy ayfr alqahrh algdydh bmsa7h 165 mtr b 3 2w9d w 3 7mamat bs3r 12400000 fy alqahrh algdydh
"شقة للبيع فى ايفر القاهرة الجديدة بمساحة 130 متر ب 4 أوض و 3 حمامات, بسعر 7900000 في القاهرة الجديدة",shqh llby3 fy ayfr alqahrh algdydh bmsa7h 130 mtr b 4 2w9d w 3 7mamat bs3r 7900000 fy alqahrh algdydh
"بنت هاوس للبيع فى جاليريا ريزيدنس بمساحة 171 متر ب 3 أوض و 3 حمامات, بسعر 16293000 في القاهرة الجديدة",bnt haws llby3 fy galyrya ryzydns bmsa7h 171 mtr b 3 2w9d w 3 7mamat bs3r 16293000 fy alqahrh algdydh
"بنت هاوس للبيع فى جاليريا ريزيدنس بمساحة 234 متر ب 3 أوض و 3 حمامات, بسعر 24318000 في القاهرة الجديدة",bnt haws llby3 fy galyrya ryzydns bmsa7h 234 mtr b 3 2w9d w 3 7mamat bs3r 24318000 fy alqahrh algdydh
"تاون هاوس للبيع في إيلورا 210 متر ب 4 أوض و 4 حمامات, بسعر 15650000 في 6 أكتوبر",tawn haws llby3 fy 2ylwra 210 mtr b 4 2w9d w 4 7mamat bs3r 15650000 fy 6 2ktwbr
"تاون هاوس للبيع في إيلورا 210 متر ب 3 أوض و 4 حمامات, بسعر 19757000 في 6 أكتوبر",tawn haws llby3 fy 2ylwra 210 mtr b 3 2w9d w 4 7mamat bs3r 19757000 fy 6 2ktwbr
"توين هاوس للبيع في زويا الساحل الشمالي 260 متر ب 3 أوض و 5 حمامات, بسعر 39000000 في الضبعة",twyn haws llby3 fy zwya alsa7l alshmaly 260 mtr b 3 2w9d w 5 7mamat bs3r 39000000 fy al9db3h
"تاون هاوس للبيع في ستون بارك 205 متر ب 3 أوض و 4 حمامات, بسعر 20000000 في مدينة نصر",tawn haws llby3 fy stwn bark 205 mtr b 3 2w9d w 4 7mamat bs3r 20000000 fy mdynh n9r
"تاون هاوس للبيع في ستون بارك 294 متر ب 3 أوض و 4 حمامات, بسعر 41000000 في مدينة نصر",tawn haws llby3 fy stwn bark 294 mtr b 3 2w9d w 4 7mamat bs3r 41000000 fy mdynh n9r
"توين هاوس للبيع في ستون بارك 228 متر ب 5 أوض و 8 حمامات, بسعر 25500000 في مدينة نصر",twyn haws llby3 fy stwn bark 228 mtr b 5 2w9d w 8 7mamat bs3r 25500000 fy mdynh n9r
"فيلا مستقلة للبيع في ستون بارك 239 متر ب 3 أوض و 3 حمامات, بسعر 32880000 في مدينة نصر",fyla mstqlh llby3 fy stwn bark 239 mtr b 3 2w9d w 3 7mamat bs3r 32880000 fy mdynh n9r
"فيلا مستقلة للبيع في ستون بارك 452 متر ب 3 أوض و 3 حمامات, بسعر 27000000 في مدينة نصر",fyla mstqlh llby3 fy stwn bark 452 mtr b 3 2w9d w 3 7mamat bs3r 27000000 fy mdynh n9r
"تاون هاوس للبيع في تلال شورز 162 متر ب أوضتين و حمام, بسعر 18200000 في العين السخنة",tawn haws llby3 fy tlal shwrz 162 mtr b 2w9dtyn w 7mam bs3r 18200000 fy al3yn als5nh
"توين هاوس للبيع في تلال شورز 140 متر ب 3 أوض و 3 حمامات, بسعر 15600000 في العين السخنة",twyn haws llby3 fy tlal shwrz 140 mtr b 3 2w9d w 3 7mamat bs3r 15600000 fy al3yn als5nh
"شقة للبيع في دجلة تاورز 110 متر ب 3 أوض و حمامين, بسعر 4224000 في مدينة نصر",shqh llby3 fy dglh tawrz 110 mtr b 3 2w9d w 7mamyn bs3r 4224000 fy mdynh n9r
"شقة للبيع في دجلة تاورز 159 متر ب أوضة و حمام, بسعر 6105600 في مدينة نصر",shqh llby3 fy dglh tawrz 159 mtr b 2w9dh w 7mam bs3r 6105600 fy mdynh n9r
"شقة للبيع في دجلة لاند مارك 145 متر ب 3 أوض و حمام, بسعر 5481000 في مدينة نصر",shqh llby3 fy dglh land mark 145 mtr b 3 2w9d w 7mam bs3r 5481000 fy mdynh n9r
"شقة للبيع في دجلة لاند مارك 64 متر ب أوضتين و حمام, بسعر 2419200 في مدينة نصر",shqh llby3 fy dglh land mark 64 mtr b 2w9dtyn w 7mam bs3r 2419200 fy mdynh n9r
"شقة للبيع في دجلة بالمز 110 متر ب 3 أوض و 3 حمامات, بسعر 3234000 في 6 أكتوبر",shqh llby3 fy dglh balmz 110 mtr b 3 2w9d w 3 7mamat bs3r 3234000 fy 6 2ktwbr
"شقة للبيع في دجلة بالمز 77 متر ب 3 أوض و 3 حمامات, بسعر 1952335 في 6 أكتوبر",shqh llby3 fy dglh balmz 77 mtr b 3 2w9d w 3 7mamat bs3r 1952335 fy 6 2ktwbr
"شقة للبيع في ليك فرونت 168 متر ب أوضة و حمام, بسعر 6417600 في كرداسة",shqh llby3 fy lyk frwnt 168 mtr b 2w9dh w 7mam bs3r 6417600 fy krdash
"شقة للبيع في ليك فرونت 157 متر ب 3 أوض و 3 حمامات, بسعر 5714448 في كرداسة",shqh llby3 fy lyk frwnt 157 mtr b 3 2w9d w 3 7mamat bs3r 5714448 fy krdash
"شقة للبيع في ريحانه أڤينيو 82 متر ب أوضة و حمام, بسعر 3386600 في المقطم",shqh llby3 fy ry7anh 2ڤynyw 82 mtr b 2w9dh w 7mam bs3r 3386600 fy almq6m
"شقة للبيع في ريحانه أڤينيو 152 متر ب 3 أوض و حمامين, بسعر 6277600 في المقطم",shqh llby3 fy ry7anh 2ڤynyw 152 mtr b 3 2w9d w 7mamyn bs3r 6277600 fy almq6m
"شقة للبيع في وان قطامية 81 متر ب أوضة و حمام, بسعر 3904200 في مدينة نصر",shqh llby3 fy wan q6amyh 81 mtr b 2w9dh w 7mam bs3r 3904200 fy mdynh n9r
"شقة للبيع في وان قطامية 143 متر ب أوضة و حمام, بسعر 6892600 في مدينة نصر",shqh llby3 fy wan q6amyh 143 mtr b 2w9dh w 7mam bs3r 6892600 fy mdynh n9r
"استوديو للبيع في قطامية جيت 42 متر ب أوضة و حمام, بسعر 1785000 في مدينة نصر",astwdyw llby3 fy q6amyh gyt 42 mtr b 2w9dh w 7mam bs3r 1785000 fy mdynh n9r
"استوديو للبيع في قطامية جيت 39 متر ب 3 أوض و حمام, بسعر 1657500 في مدينة نصر",astwdyw llby3 fy q6amyh gyt 39 mtr b 3 2w9d w 7mam bs3r 1657500 fy mdynh n9r
"شقة للبيع في قطامية جيت 56 متر ب أوضتين و 3 حمامات, بسعر 2380000 في مدينة نصر",shqh llby3 fy q6amyh gyt 56 mtr b 2w9dtyn w 3 7mamat bs3r 2380000 fy mdynh n9r
"شقة للبيع في قطامية جيت 148 متر ب 4 أوض و 3 حمامات, بسعر 6290000 في مدينة نصر",shqh llby3 fy q6amyh gyt 148 mtr b 4 2w9d w 3 7mamat bs3r 6290000 fy mdynh n9r
"شقة للبيع في معادي جراند سيتي 188 متر ب 3 أوض و 4 حمامات, بسعر 7948567 في المقطم",shqh llby3 fy m3ady grand syty 188 mtr b 3 2w9d w 4 7mamat bs3r 7948567 fy almq6m
"شقة للبيع في معادي جراند سيتي 262 متر ب أوضتين و حمام, بسعر 10827167 في المقطم",shqh llby3 fy m3ady grand syty 262 mtr b 2w9dtyn w 7mam bs3r 10827167 fy almq6m
"شقة للبيع في دي فيو 165 متر ب 3 أوض و 3 حمامات, بسعر 13576100 في المقطم",shqh llby3 fy dy fyw 165 mtr b 3 2w9d w 3 7mamat bs3r 13576100 fy almq6m
"شقة للبيع في كريستال بلازا 110 متر ب أوضتين و 3 حمامات, بسعر 5684433 في المقطم",shqh llby3 fy krystal blaza 110 mtr b 2w9dtyn w 3 7mamat bs3r 5684433 fy almq6m
"شقة للبيع في كريستال بلازا 140 متر ب 3 أوض و 3 حمامات, بسعر 9632333 في المقطم",shqh llby3 fy krystal blaza 140 mtr b 3 2w9d w 3 7mamat bs3r 9632333 fy almq6m
"شقة للبيع في بافاريا تاون 85 متر ب أوضة و حمام, بسعر 3880800 في المقطم",shqh llby3 fy bafarya tawn 85 mtr b 2w9dh w 7mam bs3r 3880800 fy almq6m
"شقة للبيع في بافاريا تاون 142 متر ب أوضة و حمام, بسعر 7642800 في المقطم",shqh llby3 fy bafarya tawn 142 mtr b 2w9dh w 7mam bs3r 7642800 fy almq6m
"استوديو للبيع في زهرة 40 متر ب 3 أوض و 3 حمامات, بسعر 3264000 في سيدي عبد إل-رحمان",astwdyw llby3 fy zhrh 40 mtr b 3 2w9d w 3 7mamat bs3r 3264000 fy sydy 3bd 2l-r7man
"شاليه للبيع في زهرة 45 متر ب 3 أوض و 4 حمامات, بسعر 3672225 في سيدي عبد إل-رحمان",shalyh llby3 fy zhrh 45 mtr b 3 2w9d w 4 7mamat bs3r 3672225 fy sydy 3bd 2l-r7man
"شاليه للبيع في زهرة 130 متر ب 3 أوض و 4 حمامات, بسعر 11452567 في سيدي عبد إل-رحمان",shalyh llby3 fy zhrh 130 mtr b 3 2w9d w 4 7mamat bs3r 11452567 fy sydy 3bd 2l-r7man
"توين هاوس للبيع فى فاي بمساحة 230 متر ب أوضتين و 3 حمامات, بسعر 40278000 في مدينة المستقبل",twyn haws llby3 fy fay bmsa7h 230 mtr b 2w9dtyn w 3 7mamat bs3r 40278000 fy mdynh almstqbl
"توين هاوس للبيع فى فاي بمساحة 230 متر ب أوضتين و 3 حمامات, بسعر 33479000 في مدينة المستقبل",twyn haws llby3 fy fay bmsa7h 230 mtr b 2w9dtyn w 3 7mamat bs3r 33479000 fy mdynh almstqbl
"شقة للبيع في سوديك ايست 125 متر ب أوضتين و 3 حمامات, بسعر 7910000 في الشروق",shqh llby3 fy swdyk ayst 125 mtr b 2w9dtyn w 3 7mamat bs3r 7910000 fy alshrwq
"شقة للبيع في سوديك ايست  129 متر ب 3 أوض و 4 حمامات, بسعر 8502000 في الشروق",shqh llby3 fy swdyk ayst  129 mtr b 3 2w9d w 4 7mamat bs3r 8502000 fy alshrwq
"شقة للبيع في سوديك ايست   129 متر ب 3 أوض و 4 حمامات, بسعر 8105000 في الشروق",shqh llby3 fy swdyk ayst   129 mtr b 3 2w9d w 4 7mamat bs3r 8105000 fy alshrwq
"تاون هاوس للبيع فى البروج بمساحة 160 متر ب 3 أوض و 4 حمامات, بسعر 14500000 في الشروق",tawn haws llby3 fy albrwg bmsa7h 160 mtr b 3 2w9d w 4 7mamat bs3r 14500000 fy alshrwq
"تاون هاوس للبيع فى البروج بمساحة 240 متر ب 3 أوض و 4 حمامات, بسعر 19500000 في الشروق",tawn haws llby3 fy albrwg bmsa7h 240 mtr b 3 2w9d w 4 7mamat bs3r 19500000 fy alshrwq
"تاون هاوس للبيع فى البروج بمساحة 160 متر ب أوضة و حمام, بسعر 15500000 في الشروق",tawn haws llby3 fy albrwg bmsa7h 160 mtr b 2w9dh w 7mam bs3r 15500000 fy alshrwq
"تاون هاوس للبيع فى البروج بمساحة 240 متر ب 3 أوض و 4 حمامات, بسعر 18500000 في الشروق",tawn haws llby3 fy albrwg bmsa7h 240 mtr b 3 2w9d w 4 7mamat bs3r 18500000 fy alshrwq
"مطعم للبيع فى تشيس  فيلد بمساحة 75 متر ب 3 أوض و 4 حمامات, بسعر 32760000 في القاهرة الجديدة",m63m llby3 fy tshys  fyld bmsa7h 75 mtr b 3 2w9d w 4 7mamat bs3r 32760000 fy alqahrh algdydh
"توين هاوس للبيع في البوسكو 251 متر ب 4 أوض و 4 حمامات, بسعر 29614919 في ماديناتي",twyn haws llby3 fy albwskw 251 mtr b 4 2w9d w 4 7mamat bs3r 29614919 fy madynaty
